poem_name	poem
venus and adonis	love comforteth like sunshin rain lust effect tempest sun ; love gentl spring doth alway fresh remain lust winter come ere summer half done ; love surfeit lust like glutton die ; love truth lust full forg lie
venus and adonis	could tell dare say ; text old orat green therefor sad away ; face full shame heart teen mine ear wanton talk attend burn offend
venus and adonis	breaketh sweet embrac fair arm bound breast homeward dark laund run apac ; leav love upon back deepli distressd look bright star shooteth sky glide night venu eye
venus and adonis	dart one shore gaze upon late - embark friend till wild wave seen whose ridg meet cloud contend merciless pitchi night fold object feed sight
venus and adonis	whereat amaz one unawar hath droppd preciou jewel flood stonishd night - wander often light blown mistrust wood even confound dark lay lost fair discoveri way
venus and adonis	beat heart whereat groan neighbour cave seem troubl make verbal repetit moan ; passion passion deepli redoubl ay cri twenti time woe woe twenti echo twenti time cri
venus and adonis	mark begin wail note sing extempor woeful ditti ; love make young men thrall old men dote ; love wise folli foolish - witti heavi anthem still conclud woe still choir echo answer
venus and adonis	song tediou outwor night lover hour long though seem short pleas other think delight - like circumst suchlik sport copiou stori oftentim begun end without audienc never done
venus and adonis	hath spend night withal idl sound resembl parasit like shrill - tongu tapster answer everi call sooth humour fantast wit say ti answer ti ; would say said
venus and adonis	lo gentl lark weari rest moist cabinet mount high wake morn whose silver breast sun ariseth majesti ; doth world glorious behold cedar - top hill seem burnishd gold
venus and adonis	venu salut fair good - morrow o thou clear god patron light lamp shine star doth borrow beauteou influenc make bright live son suckd earthli mother may lend thee light thou dost lend
venus and adonis	said hasteth myrtl grove muse morn much oerworn yet hear tide love hearken hound horn anon hear chant lustili hast coasteth cri
venus and adonis	run bush way catch neck kiss face twine thigh make stay wildli breaketh strict embrac like milch doe whose swell dug ach hast feed fawn hid brake
venus and adonis	hear hound bay ; whereat start like one spi adder wreath fatal fold way fear whereof doth make shake shudder ; even timor yelp hound appal sens spirit confound
venus and adonis	know gentl chase blunt boar rough bear lion proud cri remaineth one place fear dog exclaim aloud find enemi curst strain courtesi shall cope first
venus and adonis	dismal cri ring sadli ear enter surpris heart ; overcom doubt bloodless fear cold - pale weak numb feel part like soldier captain doth yield base fli dare stay field
venus and adonis	thu stand trembl ecstasi ; till cheer sens dismayd tell ti causeless fantasi childish error afraid ; bid leav quak bid fear -- word spi hunt boar
venus and adonis	whose frothi mouth bepaint red like milk blood mingl togeth second fear sinew spread madli hurri know whither way run back retir rate boar murther
venus and adonis	thousand spleen bear thousand way ; tread path untread ; hast mate delay like proceed drunken brain full respect yet nought respect ; hand thing nought effect
venus and adonis	kennelld brake find hound ask weari caitiff master anoth lick wound gainst venomd sore sovereign plaster ; meet anoth sadli scowl speak repli howl
venus and adonis	hath ceas ill - resound nois anoth flap - mouthd mourner black grim welkin volley voic ; anoth anoth answer clap proud tail ground shake scratchd ear bleed go
venus and adonis	look world poor peopl amaz apparit sign prodigi whereon fear eye long gaze infus dread propheci ; sad sign draw breath sigh exclaim death
venus and adonis	hard - favourd tyrant ugli meagr lean hate divorc love -- thu chide death -- grim - grin ghost earth worm dost thou mean stifl beauti steal breath live breath beauti set gloss rose smell violet
venus and adonis	dead -- o cannot see beauti thou shouldst strike -- o ye may ; thou hast eye see hate random dost thou hit thi mark feebl age thi fals dart mistak aim cleav infant heart
venus and adonis	hadst thou bid bewar spoke hear thi power lost power destini curs thee stroke ; bid thee crop weed thou pluckst flower love golden arrow fled death ebon dart strike dead
venus and adonis	dost thou drink tear thou provokest weep may heavi groan advantag thee hast thou cast etern sleep eye taught eye see natur care thi mortal vigour sinc best work ruind thi rigour
venus and adonis	overcom one full despair vaild eyelid like sluic stopt crystal tide two cheek fair sweet channel bosom dropt ; flood - gate break silver rain strong cours open
venus and adonis	o eye tear lend borrow eye seen tear tear eye ; crystal viewd other sorrow sorrow friendli sigh sought still dri ; like stormi day wind rain sigh dri cheek tear make wet
venus and adonis	variabl passion throng constant woe strive best becom grief ; entertaind passion labour everi present sorrow seemeth chief none best join togeth like mani cloud consult foul weather
venus and adonis	far hear huntsman hollo ; nurs song neer pleas babe well dire imagin follow sound hope doth labour expel ; reviv joy bid rejoic flatter adoni voic
venus and adonis	whereat tear began turn tide prisond eye like pearl glass ; yet sometim fall orient drop besid cheek melt scorn pass wash foul face sluttish ground drunken seemeth drownd
venus and adonis	o hard - believ love strang seem believ yet credul thi weal woe extrem ; despair hope make thee ridicul one doth flatter thee thought unlik like thought kill thee quickli
venus and adonis	unweav web hath wrought ; adoni live death blame ; calld - naught add honour hate name ; clepe king grave grave king imperi suprem mortal thing
venus and adonis	quoth sweet death jest ; yet pardon felt kind fear met boar bloodi beast know piti still sever ; gentl shadow -- truth must confess -- raild thee fear love deceas
venus and adonis	ti fault boar provok tongu ; wreakd invis command ; ti foul creatur hath done thee wrong ; act he author thi slander grief hath two tongu never woman yet could rule without ten women wit
venus and adonis	thu hope adoni aliv rash suspect doth extenu ; beauti may better thrive death humbl doth insinu ; tell trophi statu tomb stori victori triumph glori
venus and adonis	o jove quoth much fool weak silli mind wail death live must die till mutual overthrow mortal kind dead beauti slain beauti dead black chao come
venus and adonis	fie fie fond love thou art full fear one treasur laden hemmd thiev ; trifl unwit eye ear thi coward heart fals bethink griev even word hear merri horn whereat leap late forlorn
venus and adonis	falcon lure away fli ; grass stoop tread light ; hast unfortun spi foul boar conquest fair delight ; seen eye murderd view like star asham day withdrew ;
venus and adonis	snail whose tender horn hit shrink backward shelli cave pain smotherd shade doth sit long fear creep forth ; bloodi view eye fled deep dark cabin head
venus and adonis	resign offic light dispos troubl brain ; bid still consort ugli night never wound heart look ; like king perplex throne suggest give deadli groan
venus and adonis	whereat tributari subject quak ; wind imprisond ground struggl passag earth foundat shake cold terror doth men mind confound mutini part doth surpris dark bed leap eye ;
venus and adonis	opend threw unwil light upon wide wound boar trenchd soft flank ; whose wont lili white purpl tear wound wept drenchd flower nigh grass herb leaf weed stole blood seemd bleed
venus and adonis	solemn sympathi poor venu noteth ; one shoulder doth hang head ; dumbl passion franticli doteth ; think could die dead voic stopt joint forget bow ; eye mad wept til
venus and adonis	upon hurt look steadfastli sight dazzl make wound seem three ; reprehend mangl eye make gash breach face seem twain sever limb doubl ; oft eye mistak brain troubl
venus and adonis	tongu cannot express grief one yet quoth behold two adon dead sigh blown away salt tear gone mine eye turnd fire heart lead heavi heart lead melt mine eye red fire shall die drop hot desir
venus and adonis	ala poor world treasur hast thou lost face remain aliv that worth view whose tongu music canst thou boast thing long sinc thing ensu flower sweet colour fresh trim ; true - sweet beauti live die
venus and adonis	bonnet veil henceforth creatur wear sun wind ever strive kiss fair lose need fear ; sun doth scorn wind doth hiss adoni live sun sharp air lurkd like two thiev rob fair
venus and adonis	therefor would put bonnet whose brim gaudi sun would peep ; wind would blow gone play lock would adoni weep ; straight piti tender year would strive first dri tear
venus and adonis	see face lion walkd along behind hedg would fear ; recreat hath sung tiger would tame gentli hear ; spoke wolf would leav prey never fright silli lamb day
venus and adonis	beheld shadow brook fish spread golden gill ; bird pleasur took would sing bill would bring mulberri ripe - red cherri ; fed sight berri
venus and adonis	foul grim urchin - snout boar whose downward eye still looketh grave neer saw beauteou liveri wore ; wit entertain gave see face know thought kiss hath killd
venus and adonis	ti true ti true ; thu adoni slain ran upon boar sharp spear whet teeth kiss thought persuad ; nuzzl flank love swine sheath unawar tusk soft groin
venus and adonis	toothd like must confess kiss killd first ; dead never bless youth ; accurst falleth place stood stain face congeal blood
venus and adonis	look upon lip pale ; take hand cold ; whisper ear heavi tale heard woeful word told ; lift coffer - lid close eye lo two lamp burnt dark lie ;
venus and adonis	two glass beheld thousand time reflect ; virtu lost wherein late excelld everi beauti robbd effect wonder time quoth spite thou dead day yet light
venus and adonis	sinc thou art dead lo prophesi sorrow love hereaft shall attend shall wait jealousi find sweet begin unsavouri end neer settl equal high low love pleasur shall match woe
venus and adonis	shall fickl fals full fraud bud blast breath - ; bottom poison top oerstrawd sweet shall truest sight beguil strongest bodi shall make weak strike wise dumb teach fool speak
venus and adonis	shall spare full riot teach decrepit age tread measur ; stare ruffian shall keep quiet pluck rich enrich poor treasur ; shall rage - mad silli - mild make young old old becom child
venus and adonis	shall suspect caus fear ; shall fear mistrust ; shall merci sever deceiv seem ; pervers shall show toward put fear valour courag coward
venus and adonis	shall caus war dire event set dissens twixt son sire ; subject servil discont dri combusti matter fire sith prime death doth love destroy love best love shall enjoy
venus and adonis	boy side lay killd melt like vapour sight blood ground lay spilld purpl flower sprung chequerd white resembl well pale cheek blood round drop upon white stood
venus and adonis	bow head new - sprung flower smell compar adoni breath say within bosom shall dwell sinc reft death crop stalk breach appear green drop sap compar tear
venus and adonis	poor flower quoth thi father guis -- sweet issu sweet - smell sire -- everi littl grief wet eye grow unto desir ti thine ; know good wither breast blood
venus and adonis	thi father bed breast ; thou art next blood ti thi right lo hollow cradl take thi rest throb heart shall rock thee day night shall one minut hour wherein kiss sweet love flower
venus and adonis	thu weari world away hie yoke silver dove ; whose swift aid mistress mount empti sky light chariot quickli conveyd ; hold cours papho queen mean immur seen
venus and adonis	know shall offend dedic unpolish line \ nyour lordship world censur choos \ nstrong prop support weak burden honour seem \ nbut pleas account highli prais vow take \ nadvantag idl hour till honour graver \ nlabour first heir invent prove deform shall \ nbe sorri nobl god - father never ear barren \ nland fear yield still bad harvest leav \ nhonour survey honour heart content ; \ nwish may alway answer wish world hope \ nexpect
venus and adonis	honour duti william shakespear
a funeral elegy.	w [ illiam ] [ hakespear ] funer elegi master william peter \ nlondon geld tthorp 1612 normal text ed donald foster
a funeral elegy.	love bore brother memori hath crave \ nfrom last duti friend ; herein second \ nprivileg truth warrant behalf undertook \ ndeliv exercis kind littl affect less addict \ nto must miracl labor wit \ nremembr depart gentleman would willingli undergo yet \ nwhatsoev done done whose \ nsake forget rememb friendli respect \ nof love \ ndesert
